company_name,scraped_data
Kirby Company,"Kirby Company Mission, Vision & Values Kirby Company Mission Statement To eliminate hard work where it existed.Kirby Company Valuesqualityversatilityreliabilityperformance Kirby Company Mission, Vision & Values"
Mauser Packaging Solutions,null
Volunteer Income Tax Assistance,null
U.S. Soccer Federation,null
Roseburg Forest Products,null
Los Angeles County Department of Mental Health,null
Tufts Medical Center,"Tufts Medical Center Mission, Vision & Values Tufts Medical Center Mission & Values We strive to heal, to comfort, to teach, to learn, and to seek the knowledge to promote health and prevent disease. Our patients and their families are at the center of everything we do. We dedicate ourselves to furthering our rich tradition of health care innovation, leadership, charity and the highest standard of care and service to all in our community.Tufts Medical Center Mission, Vision & Values"
Ameristar Casino,null
Divisions Maintenance Group,null
United Launch Alliance (ULA),"United Launch Alliance Mission, Vision & Values United Launch Alliance Mission StatementSAVE LIVES, EXPLORE THE UNIVERSE, CONNECT THE WORLD Focus on our customer’s mission. The technologies we enable protect our country and troops in the battlefield, enable search and rescue, provide a backbone for business and connect families across the globe. They help us explore our city and learn about our solar system and places beyond.  Create value through certainty. We deliver the most dependable ride to space by combining our unrivaled legacy, tireless drive to improve and commitment to the extraordinary.United Launch Alliance Vision StatementHARNESS THE POTENTIAL OF SPACE FOR HUMANITY Break barriers, broaden horizons and realize possibilities not yet imagined by integrating courageous innovation, unparalleled technology and meaningful partnerships.  Harness limitless potential and unlock possibilities in space for the advancement and benefit of all humankind through the dynamic ingenuity of our team of dreamers, believers and doers.  Our Vulcan Centaur and ACES rockets will make the impossible possible with capabilities that will allow a thriving lunar economy and extend the reaches of space exploration for generations to come.United Launch Alliance Valuesmission focusedingeniousinclusiveethical United Launch Alliance Mission, Vision & Values"
YMCA of Greater Grand Rapids,"YMCA of Greater Grand Rapids Mission, Vision & ValuesYMCA of Greater Grand Rapids Mission & Values The mission of the YMCA of Greater Grand Rapids is to put Christian principles into practice through programs that build healthy mind, spirit, and body for all. Founded in 1869, the YMCA is composed of six branches that serve over 96,000 residents in the Greater Grand Rapids community. YMCA core programs include: childcare, education/leadership, swim/sports/play, camp, family time, sports/recreation, group interests, social services, global services, volunteerism/giving, and advocacy. All program curricula is structured to develop the YMCA's core values of caring, honesty, respect, responsibility, and inclusion. The vision of the YMCA is to be the leader in strengthening the foundations of the community through youth development, healthy living, and social responsibility."
National Heritage Academies,null
Design Within Reach,"""Design Within Reach Mission, Vision & Values Design Within Reach Mission Statement Design Within Reach exists to make authentic modern design accessible. Authentic means that it's the real thing. We don't do """"inspired by"""" or """"just as good as"""" or """"in the spirit of."""" At DWR"
State of Utah,null
St. John Health System,null
AT&T Mobile Tel,"AT&T Mission, Vision & ValuesAT&T Mission Statement We help more than 100 million U.S. families, friends and neighbors, plus nearly 2.5 million businesses, connect to greater possibility. From the first phone call 140+ years ago to our 5G wireless and multi-gig internet offerings today, we @ATT innovate to improve lives.AT&T Vision Statement We aspire to be the most admired and valuable company in the world. Our goal is to enrich our customers' personal lives and to make their businesses more successful by bringing to market exciting and useful communications services, building shareowner value in the process.AT&T Values Live true Think Big Pursue Excellence Inspire imagination Be there Stand for equality Embrace Freedom Make differenceAT&T Mission, Vision & Values"
